"","Barrier","Solution","For high-intensity activities (e.g. running)","If activity was planned alone","If activity was planned outside","If activity was planned with other people","For low-intensity activities (e.g. walking)","If material is required","Other Context","Other Activity","Implementation","Other Profile","No Condition"
"578","Hungry","Do it at a different time today",3,6,2,2,2,1,0,0,0,0,0
"579","Hungry","Do the activity alone",0,4,0,4,1,1,0,0,0,0,0
"580","Hungry","Find social support in a pet",0,3,2,1,1,0,0,0,0,0,0
"581","Hungry","Find someone to provide you with instructions for the behaviour online, for example in a video or text",0,2,1,3,1,0,0,0,0,0,0
"582","Hungry","Find someone to provide you with the needed information, either online or offline",2,3,3,3,3,2,0,0,0,0,0
"583","Hungry","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",1,5,1,2,2,0,1,0,0,0,0
"584","Hungry","Learn about health benefits of doing the behaviour",1,2,0,1,2,0,0,0,0,0,0
"585","Hungry","Learn about the consequences this will have on my health",0,2,0,0,0,0,0,0,0,3,0
"586","Hungry","Learn about the risks of not doing the behaviour",1,0,0,0,0,0,0,0,0,0,0
"587","Hungry","Make sure to be visible",2,2,4,2,1,0,0,0,0,0,0
"588","Hungry","Make sure to eat well before and after, and time your meals appropriately",2,0,0,0,1,0,0,0,0,0,0
"589","Hungry","Plan when I have to leave to have enough time",0,2,1,1,1,0,1,0,0,0,0
"590","Hungry","Put on music or a podcast",1,5,2,0,1,0,0,2,0,1,0
"591","Hungry","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",2,2,0,1,0,0,0,0,0,0,0
"592","Hungry","Remind myself of the positive effects doing this will have on my mental health",1,2,0,1,1,0,0,1,0,0,0
"593","Hungry","Remind myself of the positive effects doing this will have on my physical health",0,2,1,1,1,0,0,0,0,0,0
"594","Hungry","Remind myself of the positive effects this will have on me",0,2,1,1,1,1,0,0,0,0,0
"595","Hungry","Remind myself of the positive social effects doing this will have",0,2,0,1,0,0,0,0,0,0,0
"596","Hungry","Set my material or equipment ready to use",0,0,0,0,0,9,0,0,0,0,0
"597","Hungry","Set suitable clothing ready to use",0,1,2,0,1,1,0,0,0,0,0
"598","Hungry","Shorten the duration of the activity",6,7,3,2,2,0,0,0,0,0,0
"599","Hungry","Take breaks whenever needed",3,1,0,0,1,0,0,0,0,0,0
"600","Hungry","Tell myself that you can do this, and think about why",0,2,1,1,2,1,0,0,0,0,0
"601","Hungry","Think about situations where I achieved similar goals",0,1,0,1,1,1,0,0,0,0,0
"602","Hungry","Use positive selftalk",1,1,0,1,1,1,0,0,0,0,0
"603","InjureAnxiety","Adjust the intensity of the activity according to your needs",2,1,0,0,0,1,0,0,0,0,0
"604","InjureAnxiety","Call someone while doing the activity",1,5,1,1,2,1,0,0,0,0,0
"605","InjureAnxiety","Change the intensity of the activity",10,5,2,2,2,4,0,0,0,0,0
"606","InjureAnxiety","Change what I am going to do",5,3,2,4,3,1,0,2,0,2,0
"607","InjureAnxiety","Check the weather in advance",0,0,10,0,0,0,0,0,0,0,0
"608","InjureAnxiety","Combine being active with something else I want to do",1,3,2,2,0,1,0,0,0,1,0
"609","InjureAnxiety","Confirm with the other(s) that they will join",0,1,2,5,0,1,0,0,0,0,0
"610","InjureAnxiety","Divide the activity into shorter parts",5,5,4,2,3,2,0,0,0,0,0
"611","InjureAnxiety","Do it at a different time today",2,4,5,1,3,2,0,0,0,0,0
"612","InjureAnxiety","Find social support in a pet",1,3,1,0,3,1,0,0,0,0,0
"613","InjureAnxiety","Find someone to demonstrate the behaviour for you online, for example in a video",2,4,3,1,2,3,0,0,0,0,0
"614","InjureAnxiety","Find someone to help me with those practical barriers",3,5,3,5,1,1,1,0,0,0,0
"615","InjureAnxiety","Find someone to provide you with instructions for the behaviour online, for example in a video or text",2,3,2,2,1,2,0,0,0,0,0
"616","InjureAnxiety","Find someone to provide you with the needed information, either online or offline",1,2,1,3,0,1,0,0,0,0,0
"617","InjureAnxiety","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",1,2,1,2,0,0,1,0,0,1,0
"618","InjureAnxiety","Keep my goal in mind",2,2,2,1,2,0,0,0,0,0,0
"619","InjureAnxiety","Keep track of my activity using a device, such as a fitness tracker",3,2,2,1,2,1,0,0,0,0,0
"620","InjureAnxiety","Learn about health benefits of doing the behaviour",1,2,2,2,2,0,0,0,0,0,0
"621","InjureAnxiety","Learn about the consequences this will have on my health",3,2,1,1,1,1,0,0,0,0,0
"622","InjureAnxiety","Learn about the risks of not doing the behaviour",3,3,3,2,2,3,0,0,0,0,0
"623","InjureAnxiety","Look up inspirational content, such as videos or posts, online",2,3,2,0,0,2,1,0,0,1,0
"624","InjureAnxiety","Make a commitment to myself to do this no matter what comes in my way!",1,2,1,1,1,0,1,0,0,0,0
"625","InjureAnxiety","Make a commitment to myself to really do this!",1,2,1,2,2,0,0,0,0,0,0
"626","InjureAnxiety","Make my goal public",0,1,0,0,0,0,0,0,0,0,0
"627","InjureAnxiety","Make sure to eat well before and after, and time your meals appropriately",1,1,1,1,1,1,0,0,0,0,0
"628","InjureAnxiety","Make sure to warm up sufficiently before the activity",3,1,3,3,2,2,0,0,0,0,0
"629","InjureAnxiety","Provide a positive consequence or reward for doing the activity",1,2,1,1,1,0,0,0,0,0,0
"630","InjureAnxiety","Put on music or a podcast",2,2,0,1,3,0,0,0,0,0,0
"631","InjureAnxiety","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",2,0,2,1,0,0,0,0,0,0,0
"632","InjureAnxiety","Remind myself of the positive effects doing this will have on my physical health",0,1,0,0,0,0,0,0,0,0,0
"633","InjureAnxiety","Remind myself of the positive effects this will have on me",2,1,1,0,0,1,0,0,0,0,0
"634","InjureAnxiety","Set my material or equipment ready to use",0,1,0,0,0,6,0,0,0,0,0
"635","InjureAnxiety","Set suitable clothing ready to use",2,0,3,0,1,2,0,0,1,0,0
"636","InjureAnxiety","Shorten the duration of the activity",11,10,4,4,4,3,0,0,0,0,0
"637","InjureAnxiety","Take away distractions",1,3,0,0,0,0,0,0,0,0,0
"638","InjureAnxiety","Take breaks whenever needed",1,3,2,1,1,1,0,1,0,0,0
"639","InjureAnxiety","Take medication to help with the symptoms",2,0,1,1,0,2,0,0,0,1,0
"640","InjureAnxiety","Take pictures during the activity",0,0,1,0,1,1,0,0,0,0,0
"641","InjureAnxiety","Use positive selftalk",1,3,1,0,1,0,0,0,0,1,0
"642","InjureAnxiety","Watch something during the activity",1,1,1,0,1,0,1,0,0,0,0
"643","Injury ","Adjust the intensity of the activity according to your needs",5,4,3,3,3,1,0,0,0,0,0
"644","Injury ","Ask other people if they want to join",0,2,0,6,0,0,0,0,0,0,0
"645","Injury ","Call someone while doing the activity",1,3,1,3,1,0,0,0,0,0,0
"646","Injury ","Change the intensity of the activity",8,2,0,2,3,0,0,0,0,0,0
"647","Injury ","Change what I am going to do",6,5,4,3,4,2,0,0,0,0,0
"648","Injury ","Combine being active with something else I want to do",4,4,1,3,2,0,0,0,0,0,0
"649","Injury ","Deal with my symptoms without medication, e.g. by massaging affected areas or using heat/cold",4,4,2,2,3,1,0,0,0,2,1
"650","Injury ","Divide the activity into shorter parts",7,4,0,1,1,1,0,0,0,0,0
"651","Injury ","Do it at a different time today",0,3,4,3,1,0,0,0,0,2,0
"652","Injury ","Do it indoors instead",2,1,10,0,2,1,0,0,0,0,0
"653","Injury ","Find social support in a pet",2,1,1,0,2,0,0,0,0,0,0
"654","Injury ","Find someone to help me with those practical barriers",3,0,0,6,0,0,0,0,0,0,0
"655","Injury ","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",0,3,2,1,1,0,0,0,0,0,0
"656","Injury ","Keep my goal in mind",2,0,1,1,0,0,0,0,0,0,0
"657","Injury ","Learn about health benefits of doing the behaviour",0,0,0,0,0,0,0,0,0,0,0
"658","Injury ","Learn about the consequences this will have on my health",2,0,0,1,1,0,0,0,0,0,0
"659","Injury ","Learn about the risks of not doing the behaviour",1,1,1,0,1,0,0,0,0,0,0
"660","Injury ","Look up inspirational content, such as videos or posts, online",3,3,1,3,2,0,0,0,0,0,0
"661","Injury ","Make a commitment to myself to do this no matter what comes in my way!",1,1,2,1,5,1,0,1,0,0,0
"662","Injury ","Make a commitment to myself to really do this!",4,4,2,4,3,0,0,0,0,1,0
"663","Injury ","Make my goal public",4,4,1,3,3,0,0,0,0,0,0
"664","Injury ","Make sure to get enough sleep before the activity",1,1,3,1,1,0,0,0,0,0,0
"665","Injury ","Make sure to warm up sufficiently before the activity",5,3,2,3,4,1,0,0,0,0,0
"666","Injury ","Provide a positive consequence or reward for doing the activity",1,0,2,0,3,1,0,0,0,0,0
"667","Injury ","Put on music or a podcast",1,3,3,1,2,1,0,0,0,0,0
"668","Injury ","Put the material I will need within my sight as a visible reminder",1,3,2,3,1,7,0,0,0,0,0
"669","Injury ","Remind myself of the positive effects doing this will have on my physical health",0,0,1,1,0,0,0,0,0,0,0
"670","Injury ","Remind myself of the positive effects this will have on me",0,0,0,0,0,0,0,0,0,0,0
"671","Injury ","Set an alarm",1,1,1,2,1,0,0,0,0,0,0
"672","Injury ","Set my material or equipment ready to use",0,0,3,0,0,6,0,0,0,0,0
"673","Injury ","Set suitable clothing ready to use",4,3,4,2,3,4,0,0,0,0,0
"674","Injury ","Shorten the duration of the activity",5,4,3,2,3,2,0,0,0,0,0
"675","Injury ","Take breaks whenever needed",1,0,3,0,0,0,0,0,0,0,0
"676","Injury ","Take medication to help with the symptoms",1,0,3,0,0,0,0,0,0,0,0
"677","Injury ","Take pictures during the activity",1,2,0,1,1,0,0,0,0,0,0
"678","Injury ","Tell myself that you can do this, and think about why",0,1,1,1,1,0,0,0,0,0,0
"679","Injury ","Think about how I will feel tonight if I haven't managed to do this",1,1,1,2,1,0,0,1,0,0,0
"680","Injury ","Think about situations where I achieved similar goals",4,4,2,5,5,0,0,1,0,0,1
"681","Injury ","Use positive selftalk",1,2,1,0,1,0,0,1,0,0,0
"682","Injury ","Watch something during the activity",0,3,0,2,3,0,0,0,0,1,0
"683","Knowledge#","Ask other people if they want to join",4,8,5,11,3,2,0,0,0,0,0
"684","Knowledge#","Ask someone to remind you of your activity",2,4,2,7,2,1,0,0,0,0,0
"685","Knowledge#","Change what I am going to do",4,6,2,4,2,3,0,0,0,0,0
"686","Knowledge#","Find someone to demonstrate the behaviour for you online, for example in a video",2,6,5,4,2,6,0,0,0,0,0
"687","Knowledge#","Find someone to help me with those practical barriers",2,8,6,6,3,5,0,0,0,0,0
"688","Knowledge#","Find someone to provide you with instructions for the behaviour online, for example in a video or text",3,5,4,4,2,6,0,0,0,0,0
"689","Knowledge#","Find someone to provide you with the needed information, either online or offline",3,8,4,6,3,5,0,0,0,0,0
"690","Knowledge#","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",3,5,2,6,4,0,1,0,0,0,0
"691","Knowledge#","Learn about health benefits of doing the behaviour",4,2,1,2,4,1,0,0,0,0,0
"692","Knowledge#","Learn about the consequences this will have on my mental health",3,2,2,2,3,1,0,0,0,0,0
"693","LongDistance#","Change what I am going to do",0,8,3,1,1,0,1,0,0,0,0
"694","LongDistance#","Do it at a different time today",0,4,2,0,1,0,0,0,0,0,0
"695","LongDistance#","Do it indoors instead",0,3,6,0,1,0,0,0,0,0,0
"696","LongDistance#","Do it somewhere else",1,5,3,1,0,1,1,0,0,0,0
"697","LongDistance#","Find someone to help me with those practical barriers",1,2,2,7,1,1,0,0,0,0,0
"698","LongDistance#","Plan how to get there",0,2,2,2,0,1,0,0,0,0,0
"699","LongDistance#","Plan when I have to leave to have enough time",1,1,2,1,1,1,0,0,0,0,0
"700","LongDistance#","Shorten the duration of the activity",2,4,1,1,1,1,0,1,0,0,0
"701","LongDistance#","Start my day early enough to have time for the activity",1,2,2,1,1,0,0,0,0,0,0
"702","LongDistance#","Take a different path",1,4,5,1,1,1,0,0,0,0,0
"703","LoseTrackTime","Ask other people if they want to join",0,5,2,4,0,0,0,0,0,0,0
"704","LoseTrackTime","Ask someone to remind you of your activity",0,3,1,4,0,1,0,0,0,0,0
"705","LoseTrackTime","Call someone while doing the activity",0,1,1,1,0,0,0,0,0,0,0
"706","LoseTrackTime","Combine being active with something else I want to do",1,5,4,0,3,2,0,0,0,0,0
"707","LoseTrackTime","Consume caffeine (e.g. coffee, energy drinks, caffeine pills) to help with this",0,1,0,1,0,0,0,0,0,0,0
"708","LoseTrackTime","Divide the activity into shorter parts",0,5,0,1,0,0,0,0,0,0,0
"709","LoseTrackTime","Do it at a different time today",0,5,4,2,1,0,2,0,0,0,0
"710","LoseTrackTime","Find someone to help me with those practical barriers",0,4,0,7,2,0,0,0,0,0,0
"711","LoseTrackTime","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",0,2,2,2,2,0,0,0,0,0,0
"712","LoseTrackTime","Keep my goal in mind",1,5,0,0,2,0,0,0,0,0,1
"713","LoseTrackTime","Keep track of my activity",1,4,2,1,1,1,0,0,0,0,0
"714","LoseTrackTime","Keep track of my activity using a device, such as a fitness tracker",2,2,0,0,2,1,0,0,0,0,0
"715","LoseTrackTime","Learn about the consequences this will have on my health",1,5,0,1,4,1,0,0,0,0,0
"716","LoseTrackTime","Make a commitment to myself to do this no matter what comes in my way!",2,5,1,4,2,1,1,0,0,0,0
"717","LoseTrackTime","Make a commitment to myself to really do this!",0,5,0,1,1,0,0,0,0,0,0
"718","LoseTrackTime","Make my goal public",2,2,0,1,1,1,1,0,0,0,0
"719","LoseTrackTime","Make sure to get enough sleep before the activity",1,2,0,0,1,2,0,0,0,0,0
"720","LoseTrackTime","Plan when I have to leave to have enough time",3,3,4,2,2,1,0,0,0,0,0
"721","LoseTrackTime","Provide a positive consequence or reward for doing the activity",1,3,1,2,1,1,0,0,0,0,0
"722","LoseTrackTime","Put a visible reminder, like a postit, somewhere where I will see it",2,2,0,2,1,0,0,0,0,0,0
"723","LoseTrackTime","Put on music or a podcast",0,3,1,0,0,0,0,0,0,0,0
"724","LoseTrackTime","Put the material I will need within my sight as a visible reminder",1,2,2,1,1,11,0,0,0,0,0
"725","LoseTrackTime","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",2,3,3,5,2,2,0,0,0,0,0
"726","LoseTrackTime","Remind myself of the positive effects doing this will have on my mental health",0,3,1,0,0,0,0,0,0,0,0
"727","LoseTrackTime","Remind myself of the positive effects this will have on me",0,5,1,1,2,1,0,0,0,0,0
"728","LoseTrackTime","Set an alarm",2,4,2,1,3,1,0,0,0,0,0
"729","LoseTrackTime","Shorten the duration of the activity",3,5,2,0,3,1,0,0,1,0,0
"730","LoseTrackTime","Start my day early enough to have time for the activity",3,3,0,2,1,2,0,0,0,0,0
"731","LoseTrackTime","Tell myself that you can do this, and think about why",1,5,1,0,1,0,0,0,0,0,0
"732","LoseTrackTime","Watch something during the activity",1,1,0,0,0,0,0,0,0,0,0
"733","Menstrual Pain ","Adjust the intensity of the activity according to your needs",3,1,1,1,2,3,0,0,0,0,0
"734","Menstrual Pain ","Ask other people if they want to join",2,0,3,3,2,0,0,0,0,1,0
"735","Menstrual Pain ","Call someone while doing the activity",1,5,1,1,2,0,0,0,0,0,0
"736","Menstrual Pain ","Change the intensity of the activity",4,2,2,2,1,1,0,0,0,0,0
"737","Menstrual Pain ","Change what I am going to do",8,3,3,2,2,0,0,0,0,0,1
"738","Menstrual Pain ","Combine being active with something else I want to do",3,2,2,2,2,1,0,0,0,0,0
"739","Menstrual Pain ","Consume caffeine (e.g. coffee, energy drinks, caffeine pills) to help with this",2,2,0,1,1,1,0,0,0,0,0
"740","Menstrual Pain ","Deal with my symptoms without medication, e.g. by massaging affected areas or using heat/cold",0,1,1,1,0,0,0,0,0,2,0
"741","Menstrual Pain ","Divide the activity into shorter parts",5,4,2,0,2,0,0,0,0,1,0
"742","Menstrual Pain ","Do it at a different time today",2,3,3,2,2,0,0,0,0,1,0
"743","Menstrual Pain ","Find social support in a pet",1,2,1,0,2,0,0,0,0,1,0
"744","Menstrual Pain ","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",0,0,0,0,0,0,0,0,0,0,0
"745","Menstrual Pain ","Keep my goal in mind",4,3,1,1,2,2,0,0,0,0,0
"746","Menstrual Pain ","Keep track of my activity using a device, such as a fitness tracker",0,0,0,0,0,1,0,0,0,0,0
"747","Menstrual Pain ","Learn about health benefits of doing the behaviour",2,0,1,1,1,0,0,0,0,3,0
"748","Menstrual Pain ","Learn about the consequences this will have on my health",3,2,1,2,1,2,0,0,0,0,0
"749","Menstrual Pain ","Learn about the risks of not doing the behaviour",1,0,0,1,0,0,0,0,0,0,0
"750","Menstrual Pain ","Look up inspirational content, such as videos or posts, online",1,1,1,1,2,0,0,0,0,2,0
"751","Menstrual Pain ","Make a commitment to myself to do this no matter what comes in my way!",2,4,1,0,0,0,0,0,0,0,0
"752","Menstrual Pain ","Make a commitment to myself to really do this!",2,5,2,2,3,0,0,0,0,0,0
"753","Menstrual Pain ","Make my goal public",2,2,1,1,2,0,0,0,0,0,0
"754","Menstrual Pain ","Make sure to warm up sufficiently before the activity",2,2,2,2,1,0,0,0,0,0,0
"755","Menstrual Pain ","Provide a positive consequence or reward for doing the activity",2,0,2,0,2,0,0,0,0,0,2
"756","Menstrual Pain ","Put on music or a podcast",1,5,2,0,2,3,0,0,0,0,0
"757","Menstrual Pain ","Remind myself of the positive effects doing this will have on my physical health",1,0,1,0,1,0,0,0,0,1,0
"758","Menstrual Pain ","Remind myself of the positive effects this will have on me",4,3,2,2,2,0,0,0,0,1,0
"759","Menstrual Pain ","Remind myself of the positive social effects doing this will have",3,2,3,5,2,0,0,0,0,1,0
"760","Menstrual Pain ","Set my material or equipment ready to use",0,0,0,0,0,2,0,0,0,0,0
"761","Menstrual Pain ","Set suitable clothing ready to use",0,0,0,0,0,0,0,0,0,0,0
"762","Menstrual Pain ","Shorten the duration of the activity",4,2,0,0,2,0,0,0,0,0,0
"763","Menstrual Pain ","Take a different path",3,1,3,2,0,0,0,0,0,0,0
"764","Menstrual Pain ","Take away distractions",1,0,1,0,1,0,0,0,0,0,0
"765","Menstrual Pain ","Take breaks whenever needed",2,2,2,2,2,1,0,0,0,0,0
"766","Menstrual Pain ","Take medication to help with the symptoms",4,3,1,4,2,2,0,0,0,0,0
"767","Menstrual Pain ","Take pictures during the activity",0,2,3,0,2,1,0,0,0,0,0
"768","Menstrual Pain ","Tell myself that you can do this, and think about why",2,1,1,0,1,1,0,0,0,0,0
"769","Menstrual Pain ","Think about how I will feel tonight if I haven't managed to do this",0,0,0,0,0,0,0,0,0,0,0
"770","Menstrual Pain ","Think about situations where I achieved similar goals",1,0,0,1,1,1,0,0,0,0,0
"771","Menstrual Pain ","Use positive selftalk",3,0,0,0,2,1,0,0,0,0,1
"772","Menstrual Pain ","Watch something during the activity",0,1,0,0,1,0,0,0,0,0,0
"773","Motivation","Adjust the intensity of the activity according to your needs",7,6,2,1,2,1,0,0,0,0,0
"774","Motivation","Ask other people if they want to join",3,7,1,7,3,1,0,0,0,0,1
"775","Motivation","Ask someone to remind you of your activity",0,2,0,5,0,0,0,0,0,0,0
"776","Motivation","Change the intensity of the activity",8,3,2,2,3,1,0,0,0,0,0
"777","Motivation","Change what I am going to do",2,6,2,2,1,0,0,0,0,0,0
"778","Motivation","Combine being active with something else I want to do",1,6,3,0,1,1,0,1,0,0,0
"779","Motivation","Confirm with the other(s) that they will join",1,0,1,17,0,0,0,0,0,0,0
"780","Motivation","Divide the activity into shorter parts",4,5,1,1,3,0,0,0,0,0,0
"781","Motivation","Do it somewhere else",1,5,5,1,0,2,1,0,1,0,1
"782","Motivation","Do the activity alone",2,9,0,4,0,0,0,0,0,1,0
"783","Motivation","Find social support in a pet",0,1,0,0,0,0,0,0,0,0,0
"784","Motivation","Find someone to demonstrate the behaviour for you online, for example in a video",1,3,1,1,0,2,0,0,0,0,1
"785","Motivation","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",2,7,1,5,1,0,0,0,0,0,0
"786","Motivation","Keep my goal in mind",3,5,3,4,3,2,0,0,0,0,0
"787","Motivation","Keep track of my activity",3,4,2,3,3,1,0,0,0,1,0
"788","Motivation","Keep track of my activity using a device, such as a fitness tracker",3,3,0,2,1,1,0,0,0,1,0
"789","Motivation","Learn about health benefits of doing the behaviour",4,6,2,3,2,1,0,0,0,0,0
"790","Motivation","Learn about the consequences this will have on my health",2,3,1,3,2,1,0,0,0,0,0
"791","Motivation","Learn about the consequences this will have on my mental health",2,4,2,2,2,1,0,0,0,0,0
"792","Motivation","Learn about the risks of not doing the behaviour",3,4,1,2,2,1,0,0,0,0,0
"793","Motivation","Look up inspirational content, such as videos or posts, online",3,4,1,2,1,2,0,0,0,0,0
"794","Motivation","Make a commitment to myself to do this no matter what comes in my way!",3,5,3,2,3,2,0,0,0,0,0
"795","Motivation","Make a commitment to myself to really do this!",4,7,4,2,5,3,0,0,0,0,0
"796","Motivation","Make my goal public",1,1,0,0,1,1,0,0,0,0,0
"797","Motivation","Make sure to be visible",2,3,3,2,2,0,1,0,0,0,0
"798","Motivation","Plan how to get there",1,3,3,4,1,1,0,0,0,0,0
"799","Motivation","Plan when I have to leave to have enough time",2,2,2,2,2,1,0,0,0,0,0
"800","Motivation","Provide a positive consequence or reward for doing the activity",3,5,1,2,2,0,0,0,0,0,0
"801","Motivation","Put a visible reminder, like a postit, somewhere where I will see it",4,6,3,3,3,1,0,0,0,0,0
"802","Motivation","Put on music or a podcast",0,4,0,0,1,1,0,0,0,0,0
"803","Motivation","Put the material I will need within my sight as a visible reminder",1,4,0,1,0,7,0,0,0,0,0
"804","Motivation","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",3,3,3,3,3,5,0,0,0,0,0
"805","Motivation","Remind myself of the positive effects doing this will have on my mental health",3,5,3,4,3,2,0,0,0,0,0
"806","Motivation","Remind myself of the positive effects doing this will have on my physical health",4,6,4,4,4,3,0,0,0,0,0
"807","Motivation","Remind myself of the positive effects this will have on me",3,5,2,2,3,2,0,0,0,0,0
"808","Motivation","Remind myself of the positive social effects doing this will have",2,4,2,5,2,1,0,0,0,0,0
"809","Motivation","Set an alarm",1,3,0,0,1,0,0,0,0,0,0
"810","Motivation","Set my material or equipment ready to use",2,3,2,3,2,9,0,0,0,0,0
"811","Motivation","Set suitable clothing ready to use",2,2,5,1,2,5,0,0,0,0,0
"812","Motivation","Shorten the duration of the activity",4,4,2,1,1,0,0,0,0,0,0
"813","Motivation","Take a different path",4,5,2,1,3,0,0,0,0,0,0
"814","Motivation","Take away distractions",1,4,0,2,1,0,0,0,0,0,0
"815","Motivation","Take breaks whenever needed",4,4,2,1,2,0,0,0,0,0,0
"816","Motivation","Take medication to help with the symptoms",4,4,1,1,2,0,0,0,2,0,0
"817","Motivation","Take pictures during the activity",0,2,0,1,0,1,0,0,0,0,0
"818","Motivation","Tell myself that you can do this, and think about why",1,3,1,1,1,0,0,0,0,0,0
"819","Motivation","Think about how I will feel tonight if I haven't managed to do this",3,4,2,3,3,1,0,0,0,0,0
"820","Motivation","Think about situations where I achieved similar goals",3,4,2,2,1,1,0,0,0,0,0
"821","Motivation","Use positive selftalk",3,5,1,2,2,0,0,0,0,0,0
"822","Motivation","Watch something during the activity",1,3,0,0,2,1,1,0,1,0,1
"823","NooneToInstruct#","Change what I am going to do",3,1,4,3,2,0,0,0,0,0,0
"824","NooneToInstruct#","Do it somewhere else",1,2,3,2,2,1,0,0,0,0,0
"825","NooneToInstruct#","Find social support in a pet",1,4,0,1,0,0,0,0,0,0,0
"826","NooneToInstruct#","Find someone to demonstrate the behaviour for you online, for example in a video",5,4,2,5,3,3,0,0,0,0,0
"827","NooneToInstruct#","Find someone to provide you with instructions for the behaviour online, for example in a video or text",3,4,2,6,4,2,0,0,0,0,0
"828","NooneToInstruct#","Find someone to provide you with the needed information, either online or offline",4,5,3,2,4,3,0,0,0,0,0
"829","NooneToInstruct#","Look up inspirational content, such as videos or posts, online",1,4,0,0,2,1,0,0,0,0,0
"830","NooneToInstruct#","Make a commitment to myself to really do this!",1,4,1,1,1,0,0,0,0,0,2
"831","NooneToInstruct#","Remind myself of the positive effects this will have on me",2,2,0,1,1,0,0,2,0,0,0
"832","NooneToInstruct#","Take medication to help with the symptoms",1,1,1,1,0,1,0,0,0,1,0
"833","NooneToJoin(Desired)","Ask other people if they want to join",1,4,2,7,1,2,0,0,0,0,0
"834","NooneToJoin(Desired)","Call someone while doing the activity",1,3,0,3,1,0,0,0,0,0,0
"835","NooneToJoin(Desired)","Change what I am going to do",0,1,0,3,0,1,0,0,0,1,0
"836","NooneToJoin(Desired)","Combine being active with something else I want to do",0,1,1,1,0,0,0,1,0,0,0
"837","NooneToJoin(Desired)","Confirm with the other(s) that they will join",1,3,0,9,0,0,0,0,0,0,0
"838","NooneToJoin(Desired)","Divide the activity into shorter parts",0,3,0,0,0,0,0,0,0,0,0
"839","NooneToJoin(Desired)","Do it indoors instead",0,3,6,1,1,0,1,1,0,0,0
"840","NooneToJoin(Desired)","Do the activity alone",0,2,0,2,0,0,0,2,0,0,0
"841","NooneToJoin(Desired)","Find social support in a pet",0,2,1,1,0,0,0,0,0,0,0
"842","NooneToJoin(Desired)","Find someone to demonstrate the behaviour for you online, for example in a video",1,2,1,2,0,2,0,0,0,0,0
"843","NooneToJoin(Desired)","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",1,2,2,4,1,1,0,0,0,0,0
"844","NooneToJoin(Desired)","Keep my goal in mind",1,3,2,1,1,0,0,0,0,0,0
"845","NooneToJoin(Desired)","Learn about health benefits of doing the behaviour",1,2,2,0,1,0,0,0,0,0,0
"846","NooneToJoin(Desired)","Learn about the consequences this will have on my health",0,1,0,0,0,1,0,0,0,1,0
"847","NooneToJoin(Desired)","Learn about the consequences this will have on my mental health",0,0,0,0,0,0,0,0,1,0,0
"848","NooneToJoin(Desired)","Learn about the risks of not doing the behaviour",0,0,0,0,0,0,0,0,0,0,0
"849","NooneToJoin(Desired)","Look up inspirational content, such as videos or posts, online",0,1,0,1,0,2,0,0,0,2,0
"850","NooneToJoin(Desired)","Make a commitment to myself to do this no matter what comes in my way!",2,4,3,4,2,1,0,0,0,0,0
"851","NooneToJoin(Desired)","Make a commitment to myself to really do this!",0,4,2,1,0,0,0,0,0,0,0
"852","NooneToJoin(Desired)","Make my goal public",0,3,1,3,0,1,0,0,0,0,0
"853","NooneToJoin(Desired)","Make sure to eat well before and after, and time your meals appropriately",2,0,0,1,1,0,0,0,0,0,0
"854","NooneToJoin(Desired)","Make sure to warm up sufficiently before the activity",3,1,3,2,1,0,0,0,0,0,0
"855","NooneToJoin(Desired)","Provide a positive consequence or reward for doing the activity",0,1,0,1,0,0,0,1,0,0,0
"856","NooneToJoin(Desired)","Put on music or a podcast",1,3,0,1,0,0,0,1,0,0,0
"857","NooneToJoin(Desired)","Put the material I will need within my sight as a visible reminder",0,0,0,1,0,3,0,0,0,0,0
"858","NooneToJoin(Desired)","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",1,2,2,1,1,2,0,0,0,0,0
"859","NooneToJoin(Desired)","Remind myself of the positive effects doing this will have on my mental health",0,0,0,0,0,0,0,0,0,1,0
"860","NooneToJoin(Desired)","Remind myself of the positive effects doing this will have on my physical health",3,2,2,1,2,0,0,0,1,0,0
"861","NooneToJoin(Desired)","Remind myself of the positive effects this will have on me",1,3,2,0,0,0,0,0,0,0,0
"862","NooneToJoin(Desired)","Remind myself of the positive social effects doing this will have",0,1,1,3,0,0,1,0,0,0,0
"863","NooneToJoin(Desired)","Set my material or equipment ready to use",0,1,0,0,0,4,0,0,0,0,0
