"","ID_barrier","label_barrier","Instance_barrier","barrier_group","Instance_solution","ID_solution","label_solution","Category","Count_Always","Count_CC","Count_Never","Count_Total","Rel_Always","Rel_CC","Rel_Never","Relevance"
"787","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","divide the activity into shorter parts","COPPER:4006","divide activity BCT","review behavioral plan",10,3,3,16,0.62,0.19,0.19,"irrelevant"
"788","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","ask someone to remind you of your activity","COPPER:4031","seek reminder from others BCT","social support, information and awareness",7,4,7,18,0.39,0.22,0.39,"relevant"
"789","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","ask other people if they want to join","COPPER:4014","add company BCT","review behavioral plan",8,10,1,19,0.42,0.53,0.05,"relevant"
"790","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","take away distractions","BCIO:007284","reduce distraction BCT","prepare for activity",14,2,2,18,0.78,0.11,0.11,"relevant"
"791","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","keep track of my activity","BCIO:007017","monitoring BCT","goal directed BCT",10,4,6,20,0.5,0.2,0.3,"relevant"
"792","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","keep my goal in mind","BCIO:007141","advise to keep behaviour goal in mind","goal directed BCT",18,0,0,18,1,0,0,"relevant"
"793","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","change the intensity of the activity","COPPER:4009","adapt intensity BCT","review behavioral plan",10,8,1,19,0.53,0.42,0.05,"relevant"
"794","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","watch something during the activity","COPPER:4001","plan inclusion of audiovisual media BCT","goal directed BCT",6,4,9,19,0.32,0.21,0.47,"relevant"
"795","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","take a different path","COPPER:4012","take a path that is not dark if possible","review behavioral plan",6,4,6,16,0.38,0.25,0.38,"relevant"
"796","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","think about how i will feel tonight if i haven't managed to do this","BCIO:007067","induce anticipated regret BCT","social support, information and awareness",15,3,2,20,0.75,0.15,0.1,"relevant"
"797","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","take medication to help with the symptoms","COPPER:4044","encourage short term pharmacological support BCT","prepare for activity",4,3,9,16,0.25,0.19,0.56,"irrelevant"
"798","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",8,5,5,18,0.44,0.28,0.28,"relevant"
"799","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","set suitable clothing ready to use","COPPER:4026","prepare suitable clothing BCT","prepare for activity",12,4,3,19,0.63,0.21,0.16,"relevant"
"800","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","remind myself of the positive effects doing this will have on my mental health","COPPER:4038","increase salience of emotional consequences BCT","social support, information and awareness",15,1,2,18,0.83,0.06,0.11,"relevant"
"801","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","shorten the duration of the activity","COPPER:4007","shorten activity BCT","review behavioral plan",11,7,1,19,0.58,0.37,0.05,"irrelevant"
"802","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","use positive selftalk","BCIO:007140","prompt self-talk BCT","goal directed BCT",12,3,1,16,0.75,0.19,0.06,"relevant"
"803","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","make sure to be visible","COPPER:4024","make self visible BCT","prepare for activity",7,3,9,19,0.37,0.16,0.47,"irrelevant"
"804","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","make my goal public","BCIO:007122","make a goal public BCT","goal directed BCT",7,1,11,19,0.37,0.05,0.58,"relevant"
"805","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","put the material i will need within my sight as a visible reminder","COPPER:4034","introduce visible material BCT","prepare for activity",7,6,3,16,0.44,0.38,0.19,"relevant"
"806","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","find social support in a pet","COPPER:4027","advise to seek emotional support from a pet BCT","social support, information and awareness",4,2,13,19,0.21,0.11,0.68,"relevant"
"807","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","provide a positive consequence or reward for doing the activity","BCIO:007252","provide positive consequence for behaviour BCT","goal directed BCT",13,2,1,16,0.81,0.12,0.06,"relevant"
"808","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","set an alarm","COPPER:4032","set alarm BCT","prepare for activity",7,3,9,19,0.37,0.16,0.47,"irrelevant"
"809","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","learn about health benefits of doing the behaviour","COPPER:4036","inform about health benefits BCT","social support, information and awareness",11,3,2,16,0.69,0.19,0.12,"relevant"
"810","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","make a commitment to myself to really do this!","BCIO:007015","affirm commitment BCT","goal directed BCT",16,3,0,19,0.84,0.16,0,"relevant"
"811","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","find someone who supports me in this, either online or offline, e.g. by encouraging me.","BCIO:007031","advise to seek emotional support BCT","social support, information and awareness",9,6,1,16,0.56,0.38,0.06,"relevant"
"812","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","do it somewhere else","COPPER:4010","review plan (other location) BCT","review behavioral plan",2,9,9,20,0.1,0.45,0.45,"relevant"
"813","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","keep track of my activity using a device, such as a fitness tracker","COPPER:4043","monitor behaviour passively BCT","goal directed BCT",12,4,4,20,0.6,0.2,0.2,"relevant"
"814","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","combine being active with something else i want to do","BCIO:007016","advise goal integration","goal directed BCT",12,6,2,20,0.6,0.3,0.1,"relevant"
"815","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","learn about the consequences this will have on my mental health","BCIO:007065","inform about emotional consequences BCT","social support, information and awareness",15,2,2,19,0.79,0.11,0.11,"relevant"
"816","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","put on music or a podcast","COPPER:4000","plan inclusion of audio media BCT","goal directed BCT",14,4,1,19,0.74,0.21,0.05,"relevant"
"817","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","take breaks whenever needed","COPPER:4042","advice to take breaks BCT","prepare for activity",10,3,3,16,0.62,0.19,0.19,"relevant"
"818","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","take pictures during the activity","COPPER:4002","plan inclusion of taking pictures BCT","goal directed BCT",3,1,14,18,0.17,0.06,0.78,"relevant"
"819","BCIO:006133","behavioural motivation","i will not be motivated","Motivation, beliefs and goal conflict","put a visible reminder, like a postit, somewhere where i will see it","COPPER:4033","introduce visible reminder BCT","prepare for activity",9,3,6,18,0.5,0.17,0.33,"relevant"
"820","COPPER:3030","access to instructor","i don't have anyone to instruct me","Behavioral opportunity","do it somewhere else","COPPER:4010","review plan (other location) BCT","review behavioral plan",3,4,13,20,0.15,0.2,0.65,"irrelevant"
"821","COPPER:3030","access to instructor","i don't have anyone to instruct me","Behavioral opportunity","find someone to provide you with instructions for the behaviour online, for example in a video or text","COPPER:4030","advice to seek instructions for the behaviour online","social support, information and awareness",11,5,4,20,0.55,0.25,0.2,"relevant"
"822","COPPER:3030","access to instructor","i don't have anyone to instruct me","Behavioral opportunity","take medication to help with the symptoms","COPPER:4044","encourage short term pharmacological support BCT","prepare for activity",0,2,18,20,0,0.1,0.9,"irrelevant"
"823","COPPER:3030","access to instructor","i don't have anyone to instruct me","Behavioral opportunity","make a commitment to myself to really do this!","BCIO:007015","affirm commitment BCT","goal directed BCT",10,4,7,21,0.48,0.19,0.33,"irrelevant"
"824","COPPER:3030","access to instructor","i don't have anyone to instruct me","Behavioral opportunity","look up inspirational content, such as videos or posts, online","COPPER:4050","advise to use motivational content","goal directed BCT",10,3,8,21,0.48,0.14,0.38,"irrelevant"
"825","COPPER:3030","access to instructor","i don't have anyone to instruct me","Behavioral opportunity","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",9,5,6,20,0.45,0.25,0.3,"relevant"
"826","COPPER:3030","access to instructor","i don't have anyone to instruct me","Behavioral opportunity","remind myself of the positive effects this will have on me","BCIO:007068","increase salience of consequences BCT","social support, information and awareness",11,2,7,20,0.55,0.1,0.35,"irrelevant"
"827","COPPER:3030","access to instructor","i don't have anyone to instruct me","Behavioral opportunity","find social support in a pet","COPPER:4027","advise to seek emotional support from a pet BCT","social support, information and awareness",1,2,17,20,0.05,0.1,0.85,"irrelevant"
"828","COPPER:3030","access to instructor","i don't have anyone to instruct me","Behavioral opportunity","find someone to demonstrate the behaviour for you online, for example in a video","COPPER:4029","advice to seek demonstration of the behaviour online","social support, information and awareness",15,5,0,20,0.75,0.25,0,"relevant"
"829","COPPER:3030","access to instructor","i don't have anyone to instruct me","Behavioral opportunity","find someone to provide you with the needed information, either online or offline","BCIO:007032","advise to seek informational support BCT","social support, information and awareness",10,7,3,20,0.5,0.35,0.15,"relevant"
"830","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","set suitable clothing ready to use","COPPER:4026","prepare suitable clothing BCT","prepare for activity",6,2,10,18,0.33,0.11,0.56,"relevant"
"831","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions","BCIO:007134","conserve mental resources BCT","prepare for activity",6,3,12,21,0.29,0.14,0.57,"relevant"
"832","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","take pictures during the activity","COPPER:4002","plan inclusion of taking pictures BCT","goal directed BCT",0,3,15,18,0,0.17,0.83,"relevant"
"833","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","do the activity alone","COPPER:4015","reduce company BCT","review behavioral plan",12,5,2,19,0.63,0.26,0.11,"relevant"
"834","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","tell myself that you can do this, and think about why","BCIO:007137","persuade about personal capability BCT","goal directed BCT",10,3,5,18,0.56,0.17,0.28,"relevant"
"835","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","remind myself of the positive effects doing this will have on my mental health","COPPER:4038","increase salience of emotional consequences BCT","social support, information and awareness",17,0,4,21,0.81,0,0.19,"relevant"
"836","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","watch something during the activity","COPPER:4001","plan inclusion of audiovisual media BCT","goal directed BCT",9,4,8,21,0.43,0.19,0.38,"relevant"
"837","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","look up inspirational content, such as videos or posts, online","COPPER:4050","advise to use motivational content","goal directed BCT",7,4,7,18,0.39,0.22,0.39,"relevant"
"838","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","do it indoors instead","COPPER:4011","move indoors","review behavioral plan",3,9,7,19,0.16,0.47,0.37,"irrelevant"
"839","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","put on music or a podcast","COPPER:4000","plan inclusion of audio media BCT","goal directed BCT",14,4,3,21,0.67,0.19,0.14,"relevant"
"840","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","learn about health benefits of doing the behaviour","COPPER:4036","inform about health benefits BCT","social support, information and awareness",11,1,10,22,0.5,0.05,0.45,"relevant"
"841","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","learn about the consequences this will have on my health","BCIO:007063","inform about health consequences BCT","social support, information and awareness",10,1,8,19,0.53,0.05,0.42,"relevant"
"842","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","use positive selftalk","BCIO:007140","prompt self-talk BCT","goal directed BCT",10,2,6,18,0.56,0.11,0.33,"relevant"
"843","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",10,5,4,19,0.53,0.26,0.21,"relevant"
"844","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","divide the activity into shorter parts","COPPER:4006","divide activity BCT","review behavioral plan",6,2,11,19,0.32,0.11,0.58,"irrelevant"
"845","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","remind myself of the positive effects this will have on me","BCIO:007068","increase salience of consequences BCT","social support, information and awareness",15,2,5,22,0.68,0.09,0.23,"relevant"
"846","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","make a commitment to myself to do this no matter what comes in my way!","COPPER:4003","affirm commitment despite barriers BCT","goal directed BCT",11,4,3,18,0.61,0.22,0.17,"relevant"
"847","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","make sure to eat well before and after, and time your meals appropriately","COPPER:4046","appropriate nutrition BCT","prepare for activity",7,2,12,21,0.33,0.1,0.57,"irrelevant"
"848","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","learn about the risks of not doing the behaviour","COPPER:4035","inform about health risks BCT","social support, information and awareness",13,1,7,21,0.62,0.05,0.33,"relevant"
"849","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","find someone who supports me in this, either online or offline, e.g. by encouraging me.","BCIO:007031","advise to seek emotional support BCT","social support, information and awareness",11,4,7,22,0.5,0.18,0.32,"relevant"
"850","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","ask other people if they want to join","COPPER:4014","add company BCT","review behavioral plan",16,5,1,22,0.73,0.23,0.05,"irrelevant"
"851","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","find social support in a pet","COPPER:4027","advise to seek emotional support from a pet BCT","social support, information and awareness",7,2,13,22,0.32,0.09,0.59,"relevant"
"852","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","put the material i will need within my sight as a visible reminder","COPPER:4034","introduce visible material BCT","prepare for activity",3,2,16,21,0.14,0.1,0.76,"irrelevant"
"853","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","remind myself of the positive social effects doing this will have","COPPER:4039","increase salience of social consequences BCT","social support, information and awareness",14,3,4,21,0.67,0.14,0.19,"relevant"
"854","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","remind myself of the positive effects doing this will have on my physical health","COPPER:4037","increase salience of health consequences BCT","social support, information and awareness",10,3,5,18,0.56,0.17,0.28,"relevant"
"855","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","keep my goal in mind","BCIO:007141","advise to keep behaviour goal in mind","goal directed BCT",17,2,3,22,0.77,0.09,0.14,"relevant"
"856","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","find someone to demonstrate the behaviour for you online, for example in a video","COPPER:4029","advice to seek demonstration of the behaviour online","social support, information and awareness",5,6,11,22,0.23,0.27,0.5,"irrelevant"
"857","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","shorten the duration of the activity","COPPER:4007","shorten activity BCT","review behavioral plan",7,3,8,18,0.39,0.17,0.44,"irrelevant"
"858","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","learn about the consequences this will have on my mental health","BCIO:007065","inform about emotional consequences BCT","social support, information and awareness",16,1,4,21,0.76,0.05,0.19,"relevant"
"859","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","call someone while doing the activity","BCIO:007016","advise goal integration","goal directed BCT",5,5,7,17,0.29,0.29,0.41,"relevant"
"860","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","make my goal public","BCIO:007122","make a goal public BCT","goal directed BCT",5,3,14,22,0.23,0.14,0.64,"relevant"
"861","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","provide a positive consequence or reward for doing the activity","BCIO:007252","provide positive consequence for behaviour BCT","goal directed BCT",10,3,6,19,0.53,0.16,0.32,"relevant"
"862","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","take medication to help with the symptoms","COPPER:4044","encourage short term pharmacological support BCT","prepare for activity",1,0,18,19,0.05,0,0.95,"irrelevant"
"863","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","make a commitment to myself to really do this!","BCIO:007015","affirm commitment BCT","goal directed BCT",13,3,6,22,0.59,0.14,0.27,"relevant"
"864","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","confirm with the other(s) that they will join","COPPER:4021","confirm others' commitment BCT","review behavioral plan",9,6,3,18,0.5,0.33,0.17,"irrelevant"
"865","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","combine being active with something else i want to do","BCIO:007016","advise goal integration","goal directed BCT",12,1,6,19,0.63,0.05,0.32,"relevant"
"866","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","think about situations where i achieved similar goals","BCIO:007239","prompt thinking related to successful performance BCT","goal directed BCT",14,2,5,21,0.67,0.1,0.24,"relevant"
"867","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","set my material or equipment ready to use","COPPER:4025","prepare required material BCT","prepare for activity",5,4,9,18,0.28,0.22,0.5,"relevant"
"868","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","think about how i will feel tonight if i haven't managed to do this","BCIO:007067","induce anticipated regret BCT","social support, information and awareness",11,2,9,22,0.5,0.09,0.41,"relevant"
"869","COPPER:3047","access to desired activity companion","i don't have anyone to join me (desired)","Behavioral opportunity","make sure to warm up sufficiently before the activity","COPPER:4047","warm up BCT","prepare for activity",8,2,8,18,0.44,0.11,0.44,"irrelevant"
"870","COPPER:3029","access to required activity companion","i don't have anyone to join me (required)","Behavioral opportunity","combine being active with something else i want to do","BCIO:007016","advise goal integration","goal directed BCT",3,5,12,20,0.15,0.25,0.6,"irrelevant"
"871","COPPER:3029","access to required activity companion","i don't have anyone to join me (required)","Behavioral opportunity","look up inspirational content, such as videos or posts, online","COPPER:4050","advise to use motivational content","goal directed BCT",1,4,15,20,0.05,0.2,0.75,"irrelevant"
"872","COPPER:3029","access to required activity companion","i don't have anyone to join me (required)","Behavioral opportunity","learn about the consequences this will have on my mental health","BCIO:007065","inform about emotional consequences BCT","social support, information and awareness",1,4,15,20,0.05,0.2,0.75,"irrelevant"
"873","COPPER:3029","access to required activity companion","i don't have anyone to join me (required)","Behavioral opportunity","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",12,8,0,20,0.6,0.4,0,"relevant"
"874","COPPER:3029","access to required activity companion","i don't have anyone to join me (required)","Behavioral opportunity","confirm that the gym / court / ... will be available","COPPER:4020","confirm facility availability BCT","review behavioral plan",2,4,14,20,0.1,0.2,0.7,"irrelevant"
"875","COPPER:3029","access to required activity companion","i don't have anyone to join me (required)","Behavioral opportunity","start my day early enough to have time for the activity","COPPER:4017","start day early BCT","review behavioral plan",3,3,14,20,0.15,0.15,0.7,"irrelevant"
"876","COPPER:3029","access to required activity companion","i don't have anyone to join me (required)","Behavioral opportunity","reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions","BCIO:007134","conserve mental resources BCT","prepare for activity",3,4,13,20,0.15,0.2,0.65,"irrelevant"
"877","COPPER:3029","access to required activity companion","i don't have anyone to join me (required)","Behavioral opportunity","do the activity alone","COPPER:4015","reduce company BCT","review behavioral plan",4,6,10,20,0.2,0.3,0.5,"relevant"
"878","COPPER:3029","access to required activity companion","i don't have anyone to join me (required)","Behavioral opportunity","do it at a different time today","COPPER:4005","adapt starting time BCT","review behavioral plan",4,10,6,20,0.2,0.5,0.3,"relevant"
"879","COPPER:3029","access to required activity companion","i don't have anyone to join me (required)","Behavioral opportunity","set an alarm","COPPER:4032","set alarm BCT","prepare for activity",1,4,15,20,0.05,0.2,0.75,"irrelevant"
"880","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","divide the activity into shorter parts","COPPER:4006","divide activity BCT","review behavioral plan",15,6,1,22,0.68,0.27,0.05,"relevant"
"881","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","remind myself of the positive effects this will have on me","BCIO:007068","increase salience of consequences BCT","social support, information and awareness",10,5,4,19,0.53,0.26,0.21,"relevant"
"882","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","look up inspirational content, such as videos or posts, online","COPPER:4050","advise to use motivational content","goal directed BCT",13,1,8,22,0.59,0.05,0.36,"irrelevant"
"883","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","make a commitment to myself to really do this!","BCIO:007015","affirm commitment BCT","goal directed BCT",17,2,3,22,0.77,0.09,0.14,"irrelevant"
"884","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","change the intensity of the activity","COPPER:4009","adapt intensity BCT","review behavioral plan",14,3,2,19,0.74,0.16,0.11,"relevant"
"885","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","take away distractions","BCIO:007284","reduce distraction BCT","prepare for activity",10,1,11,22,0.45,0.05,0.5,"irrelevant"
"886","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","learn about the risks of not doing the behaviour","COPPER:4035","inform about health risks BCT","social support, information and awareness",13,2,7,22,0.59,0.09,0.32,"relevant"
"887","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","remind myself of the positive effects doing this will have on my physical health","COPPER:4037","increase salience of health consequences BCT","social support, information and awareness",12,3,4,19,0.63,0.16,0.21,"relevant"
"888","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","deal with my symptoms without medication, e.g. by massaging affected areas or using heat/cold","COPPER:4048","non-pharmaceutical pain management BCT","prepare for activity",8,4,7,19,0.42,0.21,0.37,"irrelevant"
"889","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","adjust the intensity of the activity according to your needs","COPPER:4041","advice to pace activity BCT","prepare for activity",13,4,2,19,0.68,0.21,0.11,"relevant"
"890","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",12,7,3,22,0.55,0.32,0.14,"relevant"
"891","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","put on music or a podcast","COPPER:4000","plan inclusion of audio media BCT","goal directed BCT",7,3,9,19,0.37,0.16,0.47,"irrelevant"
"892","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","shorten the duration of the activity","COPPER:4007","shorten activity BCT","review behavioral plan",13,7,2,22,0.59,0.32,0.09,"relevant"
"893","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","remind myself of the positive social effects doing this will have","COPPER:4039","increase salience of social consequences BCT","social support, information and awareness",13,2,7,22,0.59,0.09,0.32,"irrelevant"
"894","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","ask other people if they want to join","COPPER:4014","add company BCT","review behavioral plan",2,8,9,19,0.11,0.42,0.47,"relevant"
"895","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","think about how i will feel tonight if i haven't managed to do this","BCIO:007067","induce anticipated regret BCT","social support, information and awareness",15,2,5,22,0.68,0.09,0.23,"relevant"
"896","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","learn about health benefits of doing the behaviour","COPPER:4036","inform about health benefits BCT","social support, information and awareness",11,4,4,19,0.58,0.21,0.21,"relevant"
"897","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","take breaks whenever needed","COPPER:4042","advice to take breaks BCT","prepare for activity",15,2,2,19,0.79,0.11,0.11,"relevant"
"898","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","learn about the consequences this will have on my health","BCIO:007063","inform about health consequences BCT","social support, information and awareness",15,2,5,22,0.68,0.09,0.23,"relevant"
"899","BCIO:006010","physical skill","i'm not fit / strong enough to do it","Capability","make sure to be visible","COPPER:4024","make self visible BCT","prepare for activity",2,3,14,19,0.11,0.16,0.74,"irrelevant"
"900","COPPER:3001","pain feeling","pain","Bodily and affective feelings","shorten the duration of the activity","COPPER:4007","shorten activity BCT","review behavioral plan",5,14,0,19,0.26,0.74,0,"relevant"
"901","COPPER:3001","pain feeling","pain","Bodily and affective feelings","call someone while doing the activity","BCIO:007016","advise goal integration","goal directed BCT",2,2,15,19,0.11,0.11,0.79,"relevant"
"902","COPPER:3001","pain feeling","pain","Bodily and affective feelings","make sure to warm up sufficiently before the activity","COPPER:4047","warm up BCT","prepare for activity",17,2,0,19,0.89,0.11,0,"relevant"
"903","COPPER:3001","pain feeling","pain","Bodily and affective feelings","take medication to help with the symptoms","COPPER:4044","encourage short term pharmacological support BCT","prepare for activity",14,7,0,21,0.67,0.33,0,"relevant"
"904","COPPER:3001","pain feeling","pain","Bodily and affective feelings","reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions","BCIO:007134","conserve mental resources BCT","prepare for activity",10,2,7,19,0.53,0.11,0.37,"irrelevant"
"905","COPPER:3001","pain feeling","pain","Bodily and affective feelings","learn about health benefits of doing the behaviour","COPPER:4036","inform about health benefits BCT","social support, information and awareness",13,4,4,21,0.62,0.19,0.19,"relevant"
"906","COPPER:3001","pain feeling","pain","Bodily and affective feelings","adjust the intensity of the activity according to your needs","COPPER:4041","advice to pace activity BCT","prepare for activity",17,1,0,18,0.94,0.06,0,"relevant"
"907","COPPER:3001","pain feeling","pain","Bodily and affective feelings","tell myself that you can do this, and think about why","BCIO:007137","persuade about personal capability BCT","goal directed BCT",16,2,2,20,0.8,0.1,0.1,"relevant"
"908","COPPER:3001","pain feeling","pain","Bodily and affective feelings","take pictures during the activity","COPPER:4002","plan inclusion of taking pictures BCT","goal directed BCT",1,4,14,19,0.05,0.21,0.74,"relevant"
"909","COPPER:3001","pain feeling","pain","Bodily and affective feelings","find someone to help me with those practical barriers","BCIO:007030","advise to seek instrumental support BCT","social support, information and awareness",4,6,8,18,0.22,0.33,0.44,"irrelevant"
"910","COPPER:3001","pain feeling","pain","Bodily and affective feelings","remind myself of the positive effects doing this will have on my mental health","COPPER:4038","increase salience of emotional consequences BCT","social support, information and awareness",15,2,3,20,0.75,0.1,0.15,"irrelevant"
"911","COPPER:3001","pain feeling","pain","Bodily and affective feelings","make my goal public","BCIO:007122","make a goal public BCT","goal directed BCT",3,0,18,21,0.14,0,0.86,"relevant"
"912","COPPER:3001","pain feeling","pain","Bodily and affective feelings","set suitable clothing ready to use","COPPER:4026","prepare suitable clothing BCT","prepare for activity",7,3,10,20,0.35,0.15,0.5,"relevant"
"913","COPPER:3001","pain feeling","pain","Bodily and affective feelings","look up inspirational content, such as videos or posts, online","COPPER:4050","advise to use motivational content","goal directed BCT",5,4,12,21,0.24,0.19,0.57,"relevant"
